HITId,summary,memType,storyIx,sentIx,sent,HippocorpusAssignmentId,rawEventAnnot,majorBin,minorBin,expectedBin,surprisingBin,eventOrNot
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",imagined,3,8,"I had totally forgotten about it because I never win anything, even though I check the page daily for new contests.",33C7UALJVMKX7MLQU0G48BOJ0ZQ811,"noEvent,major-surprising,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.25,0.0,0.0,0.25,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",imagined,3,9,"I was so excited when I got that call, having never been to Las Vegas, that I immediately called the radio station.",33C7UALJVMKX7MLQU0G48BOJ0ZQ811,"noEvent,noEvent,noEvent,minor-expected,noEvent,major-surprising,noEvent,major-expected",0.25,0.125,0.25,0.125,0.375
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",imagined,3,10,I almost thought it wasn't real.,33C7UALJVMKX7MLQU0G48BOJ0ZQ811,"noEvent,noEvent,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.125,0.0,0.0,0.125,0.125
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",imagined,3,11,The lady who answered the phone assured me that if I had gotten the automated call I had definitely won the trip.,33C7UALJVMKX7MLQU0G48BOJ0ZQ811,"noEvent,major-surprising,noEvent,minor-expected,noEvent,major-surprising,noEvent,major-surprising",0.375,0.125,0.125,0.375,0.5
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",imagined,3,12,"She got real quiet and said she needed to check something, so she put me on hold.",33C7UALJVMKX7MLQU0G48BOJ0ZQ811,"noEvent,noEvent,noEvent,major-surprising,noEvent,major-surprising,noEvent,noEvent",0.25,0.0,0.0,0.25,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",imagined,3,13,"When she came back on the line it was with the most awesome, unexpected news!",33C7UALJVMKX7MLQU0G48BOJ0ZQ811,"noEvent,major-surprising,noEvent,major-surprising,major-surprising,major-surprising,major-surprising,major-surprising",0.75,0.0,0.0,0.75,0.75
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",imagined,3,14,I had actually won a trip to Mexico.,33C7UALJVMKX7MLQU0G48BOJ0ZQ811,"major-surprising,major-expected,major-surprising,noEvent,major-surprising,major-surprising,major-surprising,major-surprising",0.875,0.0,0.125,0.75,0.875
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",imagined,3,15,"This excited me even more, because I've always wanted to go to Mexico.",33C7UALJVMKX7MLQU0G48BOJ0ZQ811,"noEvent,minor-expected,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.125,0.125,0.125,0.125,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",imagined,3,16,It was the most amazing trip and I will forever remember it!,33C7UALJVMKX7MLQU0G48BOJ0ZQ811,"noEvent,noEvent,noEvent,noEvent,noEvent,major-surprising,noEvent,major-expected",0.25,0.0,0.125,0.125,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,0,I had finished work for the day and I was driving to a concert that was approximately 2 hours away.,3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"major-surprising,major-expected,minor-expected,minor-expected,major-expected,major-surprising,major-surprising,major-expected",0.75,0.25,0.625,0.375,1.0
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,1,I was very excited as I was going to see my favorite singer with one of my closest friends I do not see often.,3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"major-surprising,noEvent,noEvent,noEvent,noEvent,major-surprising,minor-expected,major-expected",0.375,0.125,0.25,0.25,0.5
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,2,I was listening to the artists CD in my car as I was driving and thinking about how much fun we were going to have at the concert.,3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"minor-expected,minor-expected,noEvent,minor-expected,noEvent,major-surprising,minor-expected,noEvent",0.125,0.5,0.5,0.125,0.625
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,3,"On the way, I received a call from a friend of mine that I work with.",3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"minor-expected,major-expected,minor-expected,major-surprising,noEvent,major-surprising,minor-expected,major-surprising",0.5,0.375,0.5,0.375,0.875
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,4,He told me that his mom heard my name on the radio and that I won a trip to Las Vegas.,3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"noEvent,major-surprising,noEvent,noEvent,major-surprising,major-surprising,major-surprising,major-surprising",0.625,0.0,0.0,0.625,0.625
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,5,I had 10 minutes to call in and claim the trip.,3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"major-expected,noEvent,noEvent,noEvent,noEvent,major-surprising,major-surprising,noEvent",0.375,0.0,0.125,0.25,0.375
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,6,"I called in and to my surprise, I won a trip for two to Mexico.",3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"major-expected,noEvent,major-surprising,major-surprising,noEvent,major-surprising,major-surprising,major-surprising",0.75,0.0,0.125,0.625,0.75
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,7,"The trip for scheduled for the upcoming winter, what perfect timing.",3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"noEvent,minor-expected,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.125,0.125,0.125,0.125,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,8,I was extremely excited as I won a trip and was seeing my favorite singer all in the same day.,3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"noEvent,major-surprising,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.25,0.0,0.0,0.25,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,9,"When I got home that evening, I told all my friends about my exciting day.",3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"minor-expected,major-expected,noEvent,minor-expected,noEvent,major-surprising,noEvent,minor-expected",0.25,0.375,0.5,0.125,0.625
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,10,The next big decision I had to make was who I was going to bring on the trip with me.,3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"minor-expected,major-expected,noEvent,noEvent,minor-expected,major-surprising,major-expected,major-expected",0.5,0.25,0.625,0.125,0.75
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,11,"That was easy, my girlfriend.",3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"noEvent,noEvent,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.125,0.0,0.0,0.125,0.125
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,12,We hadn't been dating that long but I knew she was the perfect choice.,3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"noEvent,noEvent,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.125,0.0,0.0,0.125,0.125
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,13,The concert was a blast as was the trip to Mexico.,3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"noEvent,noEvent,noEvent,major-expected,noEvent,major-surprising,noEvent,noEvent",0.25,0.0,0.125,0.125,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",recalled,2,14,It was a day I'll never forget.,3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,"noEvent,noEvent,noEvent,noEvent,noEvent,minor-expected,noEvent,noEvent",0.0,0.125,0.125,0.0,0.125
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,0,The event was a concert.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"major-expected,major-surprising,noEvent,major-expected,noEvent,major-surprising,major-expected,major-expected",0.75,0.0,0.5,0.25,0.75
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,1,Well we were driving to this concert.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"minor-expected,noEvent,minor-expected,minor-expected,major-expected,major-surprising,minor-expected,noEvent",0.25,0.5,0.625,0.125,0.75
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,2,I was with a few of my friends.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,minor-expected,noEvent,noEvent,noEvent,major-surprising,minor-expected,noEvent",0.125,0.25,0.25,0.125,0.375
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,3,My spouse was home with the kids.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,noEvent,noEvent,noEvent,noEvent,major-surprising,minor-expected,major-surprising",0.25,0.125,0.125,0.25,0.375
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,4,"I have always put my name in drawing for things, even though I have never won anything.",33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,minor-expected,noEvent,noEvent,noEvent,major-surprising,minor-expected,noEvent",0.125,0.25,0.25,0.125,0.375
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,5,Then it happened.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"major-surprising,major-surprising,noEvent,major-surprising,noEvent,major-surprising,noEvent,major-surprising",0.625,0.0,0.0,0.625,0.625
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,6,I got a call.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"major-surprising,noEvent,noEvent,major-surprising,noEvent,major-surprising,minor-expected,major-surprising",0.5,0.125,0.125,0.5,0.625
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,7,It was a friend of mine saying that they heard my name on the radio and I had 15 mins to call to claim my prize.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"major-surprising,noEvent,major-surprising,noEvent,major-surprising,major-surprising,major-surprising,major-surprising",0.75,0.0,0.0,0.75,0.75
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,8,"I at first thought it was a prank, but i called anyway.",33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,noEvent,noEvent,minor-expected,noEvent,major-surprising,noEvent,noEvent",0.125,0.125,0.125,0.125,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,9,What was the worst thing that could happen.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,minor-expected,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.125,0.125,0.125,0.125,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,10,They say i did not win?,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,major-surprising,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.25,0.0,0.0,0.25,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,11,"But sure enough, I was the winner.",33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"minor-expected,noEvent,major-surprising,noEvent,noEvent,major-surprising,major-surprising,major-surprising",0.5,0.125,0.125,0.5,0.625
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,12,It was a 4 day 3 night free trip with airfare to Las Vegas.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"major-surprising,noEvent,noEvent,noEvent,major-surprising,major-surprising,major-surprising,major-surprising",0.625,0.0,0.0,0.625,0.625
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,13,Both me and my spouse love Vegas.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,noEvent,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.125,0.0,0.0,0.125,0.125
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,14,"We enjoy the people watching, lights, hot weather, and gambling (even though we never win).",33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,major-expected,noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent",0.25,0.0,0.125,0.125,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,15,I could not believe it.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,minor-expected,noEvent,noEvent,noEvent,minor-expected,noEvent,noEvent",0.0,0.25,0.25,0.0,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,16,I was so excited to have won this.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,noEvent,noEvent,noEvent,noEvent,minor-expected,noEvent,noEvent",0.0,0.125,0.125,0.0,0.125
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,17,I even joke to my spouse that this was the greatest day of my life.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,noEvent,noEvent,minor-expected,noEvent,major-surprising,noEvent,noEvent",0.125,0.125,0.125,0.125,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,18,I usually get the side eye from that.,33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,noEvent,noEvent,noEvent,noEvent,major-surprising,minor-expected,noEvent",0.125,0.125,0.125,0.125,0.25
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,19,"I am always reminded about the birth of our children, wedding, and engagement proposal.",33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"major-expected,noEvent,noEvent,minor-expected,noEvent,major-surprising,minor-expected,noEvent",0.25,0.25,0.375,0.125,0.5
3LCXHSGDLTSCNNWHUKBM72CTNIHSEP,"I was driving to a concert when I received a call that I won a trip to Las Vegas on a radio station. I called the radio station, and I actually won a trip to Mexico.",retold,1,20,"Either way it was a great night, and a great trip a few weeks later.",33F859I567ZRDV4BZ13ZR0UQCKXHBZ,"noEvent,noEvent,minor-expected,major-expected,noEvent,major-surprising,minor-expected,noEvent",0.25,0.25,0.375,0.125,0.5
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,0,"About 6 months ago, I decided to learn more about the art of food foraging and how it could be beneficial to me.",33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"major-expected,major-expected,major-expected,major-surprising,major-surprising,major-surprising,major-expected,major-surprising",1.0,0.0,0.5,0.5,1.0
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,1,I started by searching the internet for anything I could find.,33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,minor-expected,minor-expected,noEvent,major-surprising,minor-expected,major-surprising,minor-expected",0.25,0.5,0.5,0.25,0.75
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,2,I was surprised at how much you could learn and how complex it could be but I didn't let it scare me; I continued in my quest to learn more.,33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,major-surprising,minor-expected,major-surprising,minor-expected,noEvent,minor-expected,major-surprising",0.375,0.375,0.375,0.375,0.75
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,3,I was intrigued by just how many wild foods there were out there available for us to eat.,33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,major-surprising,noEvent,major-surprising,noEvent,noEvent,major-surprising,noEvent",0.375,0.0,0.0,0.375,0.375
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,4,It made me realize that people aren't using the natural resources we have and that there are a lot of things that are going to waste just because we don't know it's available to us.,33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,major-expected,noEvent,minor-expected,minor-expected,noEvent,minor-expected,noEvent",0.125,0.375,0.5,0.0,0.5
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,5,"After a week of doing extensive research, I decided to go on a hunt and see exactly what I could find.",33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"major-surprising,major-expected,major-expected,major-surprising,major-surprising,minor-expected,major-surprising,minor-expected",0.75,0.25,0.5,0.5,1.0
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,6,I drove about an hour away to a location that was plentiful of forest and wildlife that I thought would suit me for my foraging needs.,33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,minor-expected,major-expected,major-expected,minor-expected,noEvent,major-expected,minor-expected",0.375,0.375,0.75,0.0,0.75
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,7,"As I walked through the woods, I stumbled upon things I had not recognized from my research, so I had to use my best judgement about whether or not this was something that could be edible.",33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"major-surprising,major-surprising,noEvent,major-expected,minor-expected,major-surprising,major-expected,major-surprising",0.75,0.125,0.375,0.5,0.875
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,8,I found a patch of wild berries that looked good so I decided to try my luck and eat one.,33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,major-surprising,minor-expected,major-expected,minor-expected,major-surprising,major-expected,noEvent",0.5,0.25,0.5,0.25,0.75
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,9,"They were very sweet and did not have a bitter taste, so I ate a few more before continuing on my way.",33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,major-surprising,minor-expected,major-expected,major-expected,noEvent,major-expected,minor-expected",0.5,0.25,0.625,0.125,0.75
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,10,"Further on my travels, I saw some wild plants so I decided to pick them and take them home with me to see what I could do with them.",33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,minor-expected,minor-expected,major-expected,minor-expected,minor-expected,major-expected,minor-expected",0.25,0.625,0.875,0.0,0.875
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,11,This was turning out to be quite the interesting adventure.,33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,noEvent,noEvent,major-surprising,minor-expected,noEvent,major-surprising,noEvent",0.25,0.125,0.125,0.25,0.375
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,12,I heard a rustling noise behind me so I abruptly looked over my shoulder and realized that I had entered someone else's territory.,33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"major-surprising,major-surprising,major-surprising,major-surprising,minor-expected,major-surprising,major-surprising,major-surprising",0.875,0.125,0.125,0.875,1.0
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,13,"Instead of seeing a person like I expected, I saw a beautiful deer standing behind me.",33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"major-expected,major-surprising,major-surprising,major-surprising,minor-expected,major-surprising,major-surprising,noEvent",0.75,0.125,0.25,0.625,0.875
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,14,"It didn't run away like I thought, but just looked at me inquisitively, stopped to take in the sights and smells of nature, and then slowly walked away.",33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,minor-expected,noEvent,major-surprising,minor-expected,noEvent,major-surprising,noEvent",0.25,0.25,0.25,0.25,0.5
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,15,"At that moment, I thought to myself, people and animals aren't all that different.",33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,noEvent,noEvent,major-surprising,major-expected,noEvent,major-surprising,noEvent",0.375,0.0,0.125,0.25,0.375
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,16,We are all here for the same reason; survival and to try and protect what is ours.,33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,noEvent,noEvent,major-surprising,noEvent,noEvent,minor-expected,noEvent",0.125,0.125,0.125,0.125,0.25
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,17,"As it started getting dark, I figured it was time to pack up and take my findings home.",33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,minor-expected,minor-expected,major-expected,major-surprising,noEvent,minor-expected,minor-expected",0.25,0.5,0.625,0.125,0.75
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",imagined,2,18,My stomach was feeling a little bit queasy and I was hoping it wasn't the berries I ate from earlier!,33JKGHPFYDGF6IUJTOOLA02GPM3MNS,"noEvent,major-surprising,noEvent,noEvent,noEvent,noEvent,minor-expected,noEvent",0.125,0.125,0.125,0.125,0.25
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",recalled,3,0,About 6 months ago I learned how to forage for food.,31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,"major-expected,major-surprising,major-surprising,major-surprising,major-expected,major-surprising,major-expected,major-surprising",1.0,0.0,0.375,0.625,1.0
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",recalled,3,1,It has been an eye opening experience.,31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,"noEvent,noEvent,noEvent,major-surprising,minor-expected,noEvent,major-surprising,noEvent",0.25,0.125,0.125,0.25,0.375
3MDWE879UHOWB5OYBN95PZ1IS4T9BN,"I learned about food foraging from self-study, reading and videos. This expanded myself and my understanding of the world around me.",recalled,3,2,I had no idea that there was so much food all around us that we simply pass by every day.,31LVTDXBL8WGFY4QMJ4NJ7S1QAXLR0,"noEvent,major-surprising,noEvent,major-surprising,minor-expected,minor-expected,major-expected,noEvent",0.375,0.25,0.375,0.25,0.625
